02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CATR	710090000	Verbr.kto Fertprod.	Verbrauchskonto Fertigprodukte
	CATR	710900000	Verbr.kto.Konsig.mat	Verbrauchskonto Konsignationsmaterial
	CATR	710901000	Verbr.kto.Konsig.mat	Verbrauchskonto Konsignationsmaterial
	CATR	710902000	Aufw.Bestands.übertr	Aufwand Bestandsübertragung
	CATR	710903000	Ertr.Bestands.übertr	Ertrag Bestandsübertragung
	CATR	710904000	Aufwand.Mat.Kleindif	Aufwand für Material Kleindifferenz
	CATR	710905000	Ertrag.Mat.Kleindiff	Ertrag für Material Kleindifferenz
	CATR	711000000	Rohstoff Verr.kto	Rohstoffe/Materialien dir.Verrechnungsko
	CATR	712000000	Rohst. dir.Preisdiff	Rohstoffe/Materialien dir.Preisdifferenz
	CATR	712900000	Rohst. Preisdiff.	Preisdifferenz Rohstoffe und Materialien
	CATR	712901000	Konsig.Mat.Preisdiff	Preisdifferenz Konsignation Material
	CATR	712902000	Prdiff.Best.übertrag	Preisdifferenzen Bestandsübertragung
	CATR	712902100	Prdiff.Bstüb.Halbf.	Preisdiff.Bestandsübertragung Halbfabrik
	CATR	712902200	Prdiff.Bstüb.Fertpr.	Preisdiff.Bestandsübertragung Fertigfabr
	CATR	712910000	Prdiff.Halbf/Fertfab	Preisdiff.Halbfabrikate und Fertigfabrik
	CATR	712920000	Rohst.Bewert.Dritte	Rohstoffe und Materialien Bewertung(Drit
	CATR	712930000	Rohst.Bewertung	Rohstoffe/Material.Bewertung(Eigenmateri
	CATR	712990000	Kto gering Preisdiff	Konto geringe Preisdifferenzen
	CATR	713000000	KtoMengediff.Roh/Mat	Konto Mengendiff.Rohstoffe/Materialien d
	CATR	720000111	DLK- Normallohn	Direktlohnkosten - Normallohn
	CATR	720000112	DLK- Sonntagslohn	Direktlohnkosten - Sonntagsruhelohn
	CATR	720000113	DLK- Feiertagslohn	Direktlohnkosten - allg. Feiertagslohn
	CATR	720000114	DLK- Urlaubslohn	Direktlohnkosten - Urlaubslohn
	CATR	720000115	DLK- Überstunden	Direktlohnkosten - Überstunden
	CATR	720000116	DLK-Prämie/Gratifik.	Direktlohnkosten- Prämien u.Gratifikatio
	CATR	720000121	Brennstoffhilfe	Soziale Unterstützung - Brennstoffhilfe
	CATR	720000122	Bekleidungshilfe	Soziale Unterstützung - Bekleidungshilfe
	CATR	720000123	Familienhilfe	Soziale Unterstützung - Familienhilfe
	CATR	720000124	Kinderhilfe	Soziale Unterstützung - Kinderhilfe
	CATR	720000131	DLK-Abfindungen	Direktlohnkosten-Dienstaltersabfindungen
	CATR	720000132	DLK - Abfindung	Direktlohnkosten-Kündigungsentschädigung
	CATR	720000133	DLK- Kassa Abfindung	Direktlohnkosten-Kassa Abfindung
	CATR	720000141	DLK-Sozversich.Abgab	Direktlohnkost.-Soz.vers.Arbeitgeberante
	CATR	720000142	DLK-Präm.Arbeitgeber	Dir.lohnk-Sparförderungsbeitrag Arbeitge
	CATR	720000143	DLK- Wohnungshilfe	Direktlohnkosten - Wohnungshilfe
	CATR	721000000	DLK-Verrechnungskto.	Direktlohnkosten  Verrechnungskonto
	CATR	722000000	Differenzkonto DLK	Differenzkonto Direktlohnkosten
	CATR	723000000	DLK Arb.dauerDiffkto	Diff.konto Direktlohnkosten  Arbeitsdaue
	CATR	730000010	FGK-indir.Rohstoffe	Fertigungsgemeinkosten - Indirekt Rohsto
	CATR	730000020	FGK- Hilfsstoffe	Fertigungsgemeinkosten - Hilfsstoffe
	CATR	730000030	FGK-indir.Betriebsst	Fertigungsgemeinkosten-Indir.Betriebssto
	CATR	730000040	FGK-Verpack.material	Fertigungsgemeinkosten-Verpackungsmateri
	CATR	730000111	FGK-indir.Normallohn	Fertigungsgemeinkosten-Indirekt Normallo
	CATR	730000112	FGK-Sonntags.lohn	Fertigungsgemeinkosten-Sonntagsruhelohn
	CATR	730000113	FGK-Feiertagslohn	Fertig.gemeinkosten-Indir.allg.Feiertags
	CATR	730000114	FGK-ind.Urlaubslohn	Fertigungsgemeinkosten-Indirekt Urlaubsl
	CATR	730000121	FGK-Brennstoffhilfe	Fertigungsgemeinkosten - Brennstoffhilfe
	CATR	730000131	FGK- Abfindung	Fertigungsgemeinkosten-Dienstalterabfind
	CATR	730000141	FGK-Sozversbeitr.Ag	FGK-Soz.versich.beiträge Arbeitgeberante
	CATR	730000201	FGK-Gehälter	FGK-Verwaltungsratshonorar und Ruhegelde
	CATR	730000211	FGK- Normallöhne	Fertigungsgemeinkosten-Angestellten Norm
	CATR	730000212	FGK-Sonntags.lohn	Fertigungsgemeinkosten-Angest.Sonntagsru
	CATR	730000221	FGK-Brennstoffhilfe	Fertigungsgemeinkosten-Angest.Brennstoff
	CATR	730000231	FGK-Abfindung	Fert.gemeinkosten-Angest.Dienstaltersabf
	CATR	730000241	FGK-Sozversbeitr.Ag	FGK-Angest.Soz.vers.beitrag Arbeitgebera
	CATR	730000311	FGK-Stromkosten	Fertigungsgemeinkosten - Stromkosten
	CATR	730000321	FGK-Hoch/Tiefb.Insth	FGK -Hoch-/Tiefbauten Instandhaltungskos
	CATR	730000331	FGK-Portokosten	Fertigungsgemeinkosten - Portokosten
	CATR	730000332	FGK-Telefonkosten	Fertigungsgemeinkosten - Telefonkosten
	CATR	730000341	FGK-Transportkosten	Fertigungsgemeinkosten - Transportkosten
	CATR	730000350	FGK-Beratungskosten	Fertigungsgemeinkosten - Beratungskosten
	CATR	730000361	FGK-Fremdfertigung	Fertigungsgemeinkosten -Fremdfertigung
	CATR	730000411	FGK-Büromaterial	Fertigungsgemeinkosten-Büromaterialkoste
	CATR	730000412	FGK-Datenverarb.mat.	FGK-Datenverarbeitungsmaterialkosten
	CATR	730000422	FGK-Reisekost.Inland	Fertigungsgemeinkosten - Reisekosten Inl
	CATR	730000423	FGK-Reiseko.Ausland	Fertigungsgemeinkosten-Reisekosten Ausla
	CATR	730000430	FGK-Versicherung	Fertigungsgemeinkosten-Kosten Versicheru
	CATR	730000441	FGK-Miete Immobilien	Fertigungsgemeinkosten-Mietkosten Immobi
	CATR	730000442	FGK-Miete Masch/Anl.	Fert.gem.kosten- Mietkosten Maschine/Anl
	CATR	730000452	FGK-Notarkosten	Fertigungsgemeinkosten - Notarkosten
	CATR	730000461	FGK-Repräs/Bewirtung	FGK-Repräsentations-/Bewirtungskosten
	CATR	730000475	FGK-Werbung/Anzeige	Fertigungsgemeinko.-Werbe-u.Anzeigekoste
	CATR	730000483	FGK Kleininventar	Fert.gemeinkosten-Kosten Kleininventar
	CATR	730000484	FGK-n.anerk.Aufwand	FGK - Steuerlich nicht anerkannter Aufwa
	CATR	730000500	FGK-Steuern/Abgaben	FGK - Steuern, Abgaben und Gebühren
	CATR	730000611	FGK-Abschr.Betr.gel	FGK-Abschreibung Betriebsgelände
	CATR	730000612	FGK-Absch.Hoch/Tiefb	FGK-Abschreibung  Hoch- u. Tiefbauten
	CATR	730000613	FGK-Abschr.Gebäude	FGK-Abschreibung Gebäude
	CATR	730000614	FGK-Abschr.Anl/Masch	FGK-Abschreibung Anlagen,Maschinen und G
	CATR	730000615	FGK-Abschr.Fuhrpark	FGK-Abschreibung Fuhrpark
	CATR	730000616	FGK Abschr.-Ausstatt	FGK-Abschreib.Betriebs-/Geschäftsausstat
	CATR	730000617	FGK-Abschr.st.mat.AV	FGK- Abschreib.sonst.mat.Anlagevermögen
	CATR	730000621	FGK-Tilgant.Rechte	FGK-Tilgungsanteile  Rechte
	CATR	730000701	FGK-kfr.Kreditzinsen	FGK- kurzfristige Bankkreditzinsen
	CATR	730000702	FGK- lfr.Kreditzins	FGK -langfristige Bankkreditzinsen
	CATR	730000703	FGK-Wechsel Diskont.	FGK - Diskontierung von Wechseln
	CATR	730000704	FGK-Bankprovision	FGK - Bankprovisionskosten
	CATR	730000705	FGK-Provis.Garantie	FGK -  Provision Garantiebriefe
	CATR	730000706	FGK-Verzugszinsen	FGK - Aufwand Verzugszinsen
	CATR	730000707	FGK-Kursdifferenz	FGK - Aufwand Kursdifferenz
	CATR	730000708	FGK-Zins.Fin.wechsel	FGK - Zinsen Finanzierungswechsel
	CATR	730000712	FGK-st.fin.Aufwend.	FGK - sonstige finanzielle Aufwendungen
	CATR	731000000	FGK-Verrechnungskto.	FGK - Verrechnungskonto
	CATR	732000000	FGK-Budget Differenz	FGK - Budget Differenz Konto
	CATR	733000000	FGK-Produktiv.diff	FGK - Produktivitätsdifferenz
	CATR	734000000	FGK-Kto Kapazitdiff	FGK - Konto Kapazitätsdifferenz
	CATR	740000001	Dienstl.Materialkost	Dienstleistung Materialkosten
	CATR	740000111	Dienstl.Normallohnko	Dienstleistung Direkt Lohnkosten Normall
	CATR	741000000	Dienstlkost.Verrkto	Verrechnungskonto Dienstleistungskosten
	CATR	742000000	Dienstlkost.Diffkto	Dienstleistungskosten Differenzkonto
	CATR	750000001	FuE-ind.Rohstoffe	FuE - Indirekt Rohststoff Gebrauch
	CATR	750000111	FuE-ind.Norm.lohn	FuE - Indirekt Normallohn
	CATR	750000112	FuE-ind.Sonntagslohn	FuE - Indirekt Sonntagsruhelohn
	CATR	750000113	FuE-Feiertagslohn	FuE - Allgemeine Feiertagslöhne
	CATR	750000121	FuE-Brennstoffhilfe	FuE - Brennstoffhilfe
	CATR	750000131	FuE-Abfindungen	FuE - Dienstaltersabfindungen
	CATR	750000141	FuE-Sozversipräm.Ag	FuE-Sozialversicher.beitrag Arbeitgebera
	CATR	750000201	FuE -Honorare	FuE - Verwaltungsratsgehälter und Ruhege
	CATR	750000211	FuE-Angestellt.lohn	FuE - Indirekt  Angestellten Norm.lohn
	CATR	750000212	FuE-Ang.Sonntagslohn	FuE - Angestellte Sonntagsruhelohn
	CATR	750000221	FuE-Ang.Brennsthilfe	FuE - Angestellte Brennstoffhilfe
	CATR	750000231	FuE-Angest.Abfindung	FuE - Angestellte Dienstaltersabfindung
	CATR	750000241	FuE-Ang.Sozversbeitr	FuE-Angestell.Soz.vers.beitr.Arbeitgeber
	CATR	750000311	FuE-Stromkosten	FuE - Stromkosten
	CATR	750000321	FuE Insth.Hoch/Tiefb	FuE-Instandhaltungskosten Hoch- u. Tiefb
	CATR	750000331	FuE-Portokosten	FuE - Portokosten
	CATR	750000332	FuE-FGK Telefonkost.	FuE - Fertigungsgemeinkosten-Telefonkost
	CATR	750000341	FuE-Transportkost	FuE - Transportkosten
	CATR	750000350	FuE-Beratungskost	FuE - Beratungskosten
	CATR	750000361	FuE Fremdfertkosten	FuE - Kosten Fremdfertigung
	CATR	750000411	FuE Büromaterial	FuE - Büromaterialkosten
	CATR	750000412	FuE DV-materialkost.	FuE - Kosten Datenverarbeitungsmaterial
	CATR	750000422	FuE Reisekosten,Inl	FuE - Reisekosten Inland
	CATR	750000423	FuE Reisekosten,Ausl	FuE - Reisekosten Ausland
	CATR	750000430	FuE Versicher.kosten	FuE - Kosten Versicherung
	CATR	750000441	FuE Miete Immobilien	FuE - Mietkosten Immobilien
	CATR	750000442	FuE Miete Masch/Anl.	FuE - Mietkosten Maschinen und Anlagen
	CATR	750000452	FuE-Notarkosten	FuE - Notarkosten
	CATR	750000461	FuE Repräs/Bewirtung	FuE - Repräsentations-und Bewirtungskost
	CATR	750000475	FuE Werbung/Anzeige	FuE-Werbe u.Anzeigekosten
	CATR	750000483	FuE Kleininventar	FuE - Kosten Kleininventar
	CATR	750000484	FuE Kost,n.anerkannt	FuE - steuerlich nicht anerkannter Aufwa
	CATR	750000500	FuE Steuern/Abgaben	FuE - Steuern, Abgaben, Gebühren
	CATR	750000611	FuEAbsch.Betrgelände	FuE-Abschreibung Betriebsgelände
	CATR	750000612	FuE Absch.Hoch/Tiefb	FuE - Abschreibung Hoch- und Tiefbauten
	CATR	750000613	FuE Abschr.Gebäude	FuE - Abschreibung Gebäude
	CATR	750000614	FuE Abschr.Anlagen	FuE - Abschreibung Anlagen,Maschinen/Ger
	CATR	750000615	FuE Abschr.Fuhrpark	FuE - Abschreibung Fuhrpark
	CATR	750000616	FuE Abschr.Ausstatt.	FuE-Abschreib.Betriebs/Geschäftsausstatt
	CATR	750000617	FuE Ab.mat.Anlagever	FuE - Abschreibung sonst.mat.Anlagevermö
	CATR	750000621	FuE Tilgant.Rechte	FuE- Tilgungsanteile Rechte
	CATR	750000701	FuE kfr.Kreditzinsen	FuE - Kurzfristige Bankkreditzinsen
	CATR	750000702	FuE lfr.Kreditzinsen	FuE - Langfristige Bankkreditzinsen
	CATR	750000703	FuE-Wechsel Diskont.	FuE - Diskontierung von Wechseln
	CATR	750000704	FuE Bankprovision	FuE - Bankprovisionskosten
	CATR	750000705	FuE Provis.Garantie.	FuE- Provision Garantiebrief
	CATR	750000706	FuE Verzugszins	FuE - Aufwand Verzugszinsen
	CATR	750000707	FuE Kursdiffkosten	FuE-Aufwand Kursdifferenz
	CATR	750000708	FuE Zins Fin.wechsel	FuE-Zinsen Finanzierungswechsel
	CATR	750000712	FuE sonst.Aufwend.	FuE - sonstige finanzielle Aufwendungen
	CATR	751000000	FuEkosten Verr.kto.	Forschungs-/Entwicklungskosten Verrechn.
	CATR	752000000	FuE Kostendiff.konto	FuE - Konto Kostendifferenz
	CATR	760000010	Verk/Vert Rohstoffe	Marketing,Verkauf und Vertrieb - Rohstof
	CATR	760000020	Verk/Vert Hilfsstoff	Marketing,Verkauf und Vertrieb-Hilfsstof
	CATR	760000030	Verk/Vetr Betriebsst	Marketing,Verkauf u.Vertrieb-Betriebssts
	CATR	760000040	Verk/VertVerpack.mat	Marketing,Verk/Vertrieb-Verpackungsmater
	CATR	760000090	Verk/Vrtr sonst.Mat.	Marketing,Verkauf/Vertrieb-sonstiges Mat
	CATR	760000111	Verk/Vertr Lohnkost.	Marketing,Verk/Vertrieb Arbeiter Normall
	CATR	760000112	Verk/Vtr Sonntaglohn	Marketing,Verk/Vertrieb - Sonntagsruhelo
	CATR	760000113	Verk/Vertr Feiertagl	Marketing,Verk/Vertrieb-Allg.Feiertagslö
	CATR	760000114	Verk/Vtr Urlaubslohn	Marketing,Verk/Vertrieb- Urlaubslohn
	CATR	760000121	Verk/Vtr Brennhilfe	Marketing,Verk/Vertrieb- Brennstoffhilfe
	CATR	760000131	Verk/Vertr Abfindung	Marketing,Verk/Vertrieb-Dienstalterabfin
	CATR	760000141	Verk/Vtr Sozversich.	Marketing,Verk/Vertr-Soz.vers.beitr.Arb.
	CATR	760000201	Verk/Vertr Gehälter	Market,Verwaltungsratsgehalt/Ruhegelder
	CATR	760000211	Verk/Vertr Löhne	Market.Verk/Vertrieb-Angestellten Normal
	CATR	760000212	Verk/Vtr Sonntaglohn	Market.Verk/Vertr-Angestellt Sonntagsruh
	CATR	760000221	Verk/Vtr Brennhilfe	Market.Verk/Vertr.-Angestellt.Brennstoff
	CATR	760000231	Verk/Vertr Abfindung	Market.Verk/Vertr-Angest.Dienstaltersabf
	CATR	760000241	Verk/Vtr Sozversbtr	Mark.Verk/Vertr-Anges.Soz.vers.beitr.Arg
	CATR	760000311	Verk/Vertr Stromkost	Marketing, Verk/Vertrieb- Stromkosten
	CATR	760000321	Verk/Vtr Hoch/Tiefb.	Market.Verk/Vertr-Hoch/Tiefb.Instand.hal
	CATR	760000331	Verk/Vertr Porto	Marketing, Verk/Vertrieb- Portokosten
	CATR	760000332	Verk/Vertr Telefon	Marketing, Verk/Vertrieb- Telefonkosten
	CATR	760000341	Verk/Vertr Transport	Marketing, Verk/Vertrieb- Transportkoste
	CATR	760000350	Verk/Vertr Beratung	Marketing, Verk/Vertrieb- Beratungskoste
	CATR	760000361	Verk/Vertr Fremdfert	Marketing,Verk/Vertrieb-Fremdfertigung
	CATR	760000411	Verk/VtrBüromaterial	Marketing,Verk/Vertrieb- Büromaterialkos
	CATR	760000412	Verk/Vtr DVmaterial	Market,Verk/Vertr-Kosten Datenverarb.mat
	CATR	760000422	Vk/Vtr Reisek.Inland	Marketing,Verk/Vertrieb-Reisekosten Inla
	CATR	760000423	Vk/Vtr Reisek.Ausl.	Marketing,Verk/Vertrieb-Reisekosten Ausl
	CATR	760000430	Verk/Vtr Versicher.	Marketing,Verk/Vertrieb-Kosten Versicher
	CATR	760000441	Vk/Vtr Miete Immobil	Marketing,Verk/Vertrieb-Mietkosten Immob
	CATR	760000442	Vk/Vtr Miete Anlagen	Market,Verk/Vertr-Mietkosten Masch/Anlag
	CATR	760000452	Verk/Vertr Notar	Marketing, Verk/Vertrieb- Notarkosten
	CATR	760000461	Vk/Vtr Repräs/Bewirt	Market.Verk/Vertr-Repräs./ Bewirtungskos
	CATR	760000475	Verk/Vetr Werbung	Market.Verk/Vertr-Werbe-u.Anzeigekosten
	CATR	760000483	Vk/Vtr Kleininventar	Mark.Verk/Vertr-Kosterfass Kleininvent
	CATR	760000484	Vk/Vtr n.anerk.Kost	Market.Verk/Vertr-steuerl.nicht anerk.Au
	CATR	760000500	Vk/Vr Steuern	Market.Verk/Vert-Steuern,Abgaben/Gebühre
	CATR	760000611	Vk/Vtr BetrgeländAbs	Market.Verk/Vertr.-Betriebsgelände Absch
	CATR	760000612	Vk/Vtr Absch H/Tiefb	Market.Verk/Vertr.-Abschreibung Hoch-/Ti
	CATR	760000613	Vk/Vtr Absch.Gebäude	Market.Verk/Vertrieb- Abschreibung Gebäu
	CATR	760000614	Vk/Vtr Abschr.Anl.	Market.Verk/Vertr-Abschr.Anlagen,Masch/G
	CATR	760000615	Vk/Vtr Abschr.Fuhrp.	Marketing,Verk/Vertr-Abschreibung Fuhrpa
	CATR	760000616	Vk/Vtr AbschAusst	Market.Verk/Vetr.Abschr.Betrieb/Gesch.au
	CATR	760000617	Vk/Vtr Abs.matAV	Market.Verk/Vert-Abschr.sonst mat.Anlage
	CATR	760000621	Vk/Vtr Tilg.anteile	Market.Verk/Vertr-Tilgungsanteile Rechte
	CATR	760000701	Vk/Vtrkf.Kreditzins	Market.Verk/Vertr-Kurzfrist.Bankkreditzi
	CATR	760000702	Vk/Vtrlf.Kreditzins	Market.Verk/Vertr-Langfrist.Bankkreditzi
	CATR	760000703	Vk/Vtr Wechs.diskont	Market.Verk/Vertr-Diskontierung v.Wechse
	CATR	760000704	Vk/Vtr Bankprovision	Market.Verk/Vertrieb-Bankprovisionskoste
	CATR	760000705	Vk/Vtr Garantie	Mark.Verk/Vert-Provis.Garantiebrief
	CATR	760000706	Vk/Vtr Verzugszins.	Market.Verk/Vertrieb-Aufwand Verzugszins
	CATR	760000707	Vk/Vtr Kursdifferenz	Market.Verk/Vertrieb- Aufwand Kursdiffer
	CATR	760000708	Vk/Vtr ZinsFiwechsel	Market.Verk/Vertr-Zinsen Finanzierungswe
	CATR	760000712	Vk/Vtr st.Fin. Aufw.	Market.Verk/Vertr-sonst.fin.Aufwendung
	CATR	761000000	Vk/Vtr Verrech.kto.	Marketing, Verk/Vertrieb- Verrechnungsko
	CATR	762000000	Vk/Vtr Diffkto.	Marketing, Verk/Vertrieb- Differenzkonto
	CATR	770000010	VGK-Rohstoffe	Verwaltungsgemeinkosten - Rohstoffe
	CATR	770000020	VGK-Hilfsstoffe	Verwaltungsgemeinkosten - Hilfsstoffe
	CATR	770000030	VGK-Betriebsstoffe	Verwaltungsgemeinkosten - Betriebsstoffe
	CATR	770000040	VGK-Verpackungsmat.	Verwaltungsgemeinkosten-Verpackungsmater
	CATR	770000111	VGK-Norm.lohn Arbeit	Verwaltungsgemeinkosten-Arbeiter Normall
	CATR	770000112	VGK-Sonntagslohn	Verwaltungsgemeinkosten - Sonntagsruhelo
	CATR	770000113	VGK-Feiertagslohn	Verwaltungsgemeinkosten-allg.Feiertagslö
	CATR	770000114	VGK-Urlaubslohn	Verwaltungsgemeinkosten-allg.Urlaubslohn
	CATR	770000121	VGK-Brennstoffhilfe	Verwaltungsgemeinkosten - Brennstoffhilf
	CATR	770000131	VGK-Abfindungen	Verwaltungsgemeinkosten-Dienstaltersabfi
	CATR	770000141	VGK-Sozversichpräm.	VGK-Sozialversicherungsbeitr.Arbeitgeber
	CATR	770000201	VGKVorstand/Ruheg	Verw.gemeinko-Verwaltungsratssgeh./Ruheg
	CATR	770000211	VGK Norm.lohn Ang	Verw.gemeinkosten-Angestellten Normalloh
	CATR	770000212	VGK-Sonntagslohn	Verw.gemeinkost-Angestellten Sonntagsruh
	CATR	770000221	VGK-Brennst.hilfe	Verw.gemeinkost-Angestellten Brennstoffh
	CATR	770000231	VGK-Abfindung	Verw.gem.kost-Angestellt.Dienstaltersabf
	CATR	770000241	VGK-Sozversichprämie	VGK-Angest.Sozialversich.beitrag Arbgeba
	CATR	770000311	VGK-Stromkosten	Verwaltungsgemeinkosten - Stromkosten
	CATR	770000321	VGK-H/T Instandhalt.	VGK-Hoch/Tiefb.Wartungs/Instandhaltkoste
	CATR	770000331	VGK-Portokosten	Verwaltungsgemeinkosten - Portokosten
	CATR	770000332	VGK-Telefon	Verwaltungsgemeinkosten - Telefonkosten
	CATR	770000341	VGK-Transport	Verwaltungsgemeinkosten - Transportkoste
	CATR	770000350	VGK-Beratung	Verwaltungsgemeinkosten - Beratungskoste
	CATR	770000361	VGK-Fremdfertigung	Verwaltungsgemeinkosten - Fremdfertigung
	CATR	770000411	VGK-Büromaterial	Verwaltungsgemeinkosten - Büromaterial
	CATR	770000412	VGK-Dat.verarb.mat	VGK-Kosten Datenverarbeitungsmaterial
	CATR	770000422	VGK-Reisekost.Inland	Verwaltungsgemeinkosten-Reisekosten Inla
	CATR	770000423	VGK-ReisekostenAusl.	Verwaltungsgemeinkosten-Reisekosten Ausl
	CATR	770000430	VGK-Versicherung	Verwaltungsgemeinkost-Versicherungskoste
	CATR	770000441	VGK-Miete Immobilien	Verwaltungsgemeinkost-Mietkosten Immobil
	CATR	770000442	VGK-Miete Anlagen	VGK-Mietkosten Maschinen/Anlagen
	CATR	770000452	VGK-Notarkosten	Verwaltungsgemeinkosten - Notarkosten
	CATR	770000461	VGK-Repräs/Bewirtung	Verw.gemeinkost-Repräsentat./Bewirtungsk
	CATR	770000475	VGK-Werbung	Verwaltungsgemeinkost-Werbe u.Anzeigekos
	CATR	770000483	VGK Kleininventar	Verwaltungsgemeinkost-Kosten Kleininvent
	CATR	770000484	VGK-n.anerkanntKost.	VGK-steuerlich nicht anerkannter Aufwand
	CATR	770000500	VGK-Steuern/Abgaben	Verw.gemeinkost-Steuern,Abgaben/Gebühren
	CATR	770000611	VGK-Absch.Betrgeländ	Verw.gemeinkost-Abschreibung Betriebsgel
	CATR	770000612	VGK-Absch.Hoch/Tiefb	Verw.gemeinkost-Abschreibung Hoch/Tiefba
	CATR	770000613	VGK-Abschr.Gebäude	Verwaltungsgemeinkosten-Abschreibung Geb
	CATR	770000614	VGK-Abschr.Anlagen	Verw.gem.kost-Abschreib.Anlage,Maschine/
	CATR	770000615	VGK-Abschr.Fuhrpark	Verwaltungsgemeinkosten-Abschreibung Fuh
	CATR	770000616	VGK-Abschr.Ausstatt.	VGK-AbschreibungBetriebs-/Geschäftsausst
	CATR	770000617	VGK-Abschr.matAnlver	VGK-Abschreibung sonst.mat.Anlagevermöge
	CATR	770000621	VGK-Tilgungsanteile	Verw.gemeinkost-Tilgungsanteile Rechte
	CATR	770000701	VGK-kfr.Kreditzins	Verw.gemeinkost-kurzfristige Bankkreditz
	CATR	770000702	VGK-lfr.Kredzins	Verw.gemeinkost-langfristige Bankkreditz
	CATR	770000703	VGK-Wechseldiskont.	Verw.gemeinkost-Diskontierung von Wechse
	CATR	770000704	VGK-Bankprovision	Verwaltungsgemeinkost-Bankprovisionskost
	CATR	770000705	VGK-Provis.Garantie	Verw.gemeinkost-Provision Garantiebrief
	CATR	770000706	VGK-Verzugszins	Verw.gemeinkost-Aufwand Verzugszinsen
	CATR	770000707	VGK-Kursdifferenz	Verw.gemeinkosten-Kosten Kursdifferenz
	CATR	770000708	VGK-ZinsFinwechsel	Verw.gemeinkosten-Zinsen Finanzierungswe
	CATR	770000712	VGK-st.fin.Aufwend.	Verw.gemeinkosten-sonst.finanz.Aufwendun
	CATR	771000000	Verrechnungskto.VGK	Verrechnungskonto Verwaltungsgemeinkoste
	CATR	772000000	VGK Differenzkto	Differenzkonto Verwaltungsgemeinkosten
	CATR	780000001	Fin.kosten kfr.Zins	Finanzierungskosten-kurzfristig Bankkred
	CATR	780000002	Fi.kost lfr. Zins	Finanzierungskosten-langfristige Bankkre
	CATR	780000003	Fi.kostWechseldisk.	Finanzierungskosten-Diskontierung v.Wech
	CATR	780000004	Fi.kost-Bankprovis.	Finanzierungskosten- Bankprovisionskoste
	CATR	780000005	Fi.kost ProvGarantie	Finanzierungskost. Provision Garantiebri
	CATR	780000006	Fi.Verzugszinsen	Finanzierungskosten-Aufwand Verzugszinse
	CATR	780000007	Fi.kostKursdifferenz	Finanzierungskosten-Aufwand Kursdifferen
	CATR	780000008	Fi.kos Anleihezins	Finanz.kost-Zins.Anleihen/Finanzierungsw
	CATR	780000009	Fi.kost Leasing	Finanzierungskosten - Kosten Leasing
	CATR	780000010	Fi.kost Factoring	Finanzierungskosten - Kosten Factoring
	CATR	780000011	Fi.kost Akkreditive	Finanz.kost-Kosten zu schließende Akkred
	CATR	780000012	Sonstige Finanz.kost	Finanzierungskosten-sonst.Finanzierungsk
	CATR	780900000	Fristdiff.Wechsel	Fristdifferenz Wechseleinlösung
	CATR	780901000	Kosten Bank	Kosten Bank
	CATR	781000000	Verrkto. Fin.aufwend	Verrechnungskonto finanzielle Aufwendung
	CATR	782000000	Diffkto Fin.aufwend	Differenzkonto finanzielle Aufwendungen
	CATR	800000500	Summe Vert.Kostenart	Summe Vert.Kostenart
	CATR	800000900	Aktivitätsanpassung	Innerbetriebliche Aktivitätsanpassung
	CAUA	34500000	AE Umsatzerl#se	PS: Auftragseingang Umsatzerl#se
	CAUA	34510000	AE Ertr#ge	PS: Auftragseingang Sonst. Ertr#ge
	CAUA	34520000	AE Kosten	PS: Auftragseingang Kosten
	GKR	240140	Zinsaufw.Mietkaution	IS-RE Zinsaufwand aus Mietkaution
	GKR	400000	Verbr. Rohstoffe 1	Verbrauch Rohstoffe 1
	GKR	400001	Verschrottung Fremd	Verschrottung Fremdbezogenes Material
	GKR	400002	Verbrauch Quako FrE.	Verbrauch Qualitätskontrolle Fremderz. m
	GKR	400010	Verbr. Rohstoffe 2	Verbrauch Rohstoffe 2
	GKR	401900	Verschrottung EigEr.	Verschrottung Eigenerzeugnisse
	GKR	407000	Abr. AIB a. CO-Empf.	Abrechnung Anlage im Bau auf CO-Empfänge
	GKR	410000	Verbr. Handelsware	Verbrauch  Handelsware
	GKR	410001	Verschr. Handelsware	Verschrottung  Handelsware
